year,code,name
2009,22660,"Fort Collins, Loveland - CO"
2010,22660,"Fort Collins, Loveland - CO"
2011,22660,"Fort Collins, Loveland - CO"
2012,22660,"Fort Collins, Loveland - CO"
2007,22744,"Fort Lauderdale, Pompano Beach, Deerfield Beach - FL"
2008,22744,"Fort Lauderdale, Pompano Beach, Deerfield Beach - FL"
2009,22744,"Fort Lauderdale, Pompano Beach, Deerfield Beach - FL"
2010,22744,"Fort Lauderdale, Pompano Beach, Deerfield Beach - FL"
2011,22744,"Fort Lauderdale, Pompano Beach, Deerfield Beach - FL"
2012,22744,"Fort Lauderdale, Pompano Beach, Deerfield Beach - FL"
2007,22900,"Fort Smith - AR, OK"
2008,22900,"Fort Smith - AR, OK"
2009,22900,"Fort Smith - AR, OK"
2010,22900,"Fort Smith - AR, OK"
2011,22900,"Fort Smith - AR, OK"
2012,22900,"Fort Smith - AR, OK"
2007,23020,"Fort Walton Beach, Crestview, Destin - FL"
2008,23020,"Fort Walton Beach, Crestview, Destin - FL"
2009,23020,"Fort Walton Beach, Crestview, Destin - FL"
2007,23060,Fort Wayne - IN
2008,23060,Fort Wayne - IN
2009,23060,Fort Wayne - IN
2010,23060,Fort Wayne - IN
2011,23060,Fort Wayne - IN
2012,23060,Fort Wayne - IN
2007,23104,"Fort Worth, Arlington - TX"
2008,23104,"Fort Worth, Arlington - TX"
2009,23104,"Fort Worth, Arlington - TX"
2010,23104,"Fort Worth, Arlington - TX"
2011,23104,"Fort Worth, Arlington - TX"
2012,23104,"Fort Worth, Arlington - TX"
2007,23420,Fresno - CA
2008,23420,Fresno - CA
2009,23420,Fresno - CA
2010,23420,Fresno - CA
2011,23420,Fresno - CA
2012,23420,Fresno - CA
2007,23460,Gadsden - AL
2008,23460,Gadsden - AL
2009,23460,Gadsden - AL
2010,23460,Gadsden - AL
2011,23460,Gadsden - AL
2012,23460,Gadsden - AL
2007,23540,Gainesville - FL
2008,23540,Gainesville - FL
2009,23540,Gainesville - FL
2010,23540,Gainesville - FL
2011,23540,Gainesville - FL
2012,23540,Gainesville - FL
2007,23580,Gainesville - GA
2008,23580,Gainesville - GA
2009,23580,Gainesville - GA
2010,23580,Gainesville - GA
2011,23580,Gainesville - GA
2012,23580,Gainesville - GA
2007,23844,Gary - IN
2008,23844,Gary - IN
2009,23844,Gary - IN
2010,23844,Gary - IN
2011,23844,Gary - IN
2012,23844,Gary - IN
2007,24020,Glens Falls - NY
2008,24020,Glens Falls - NY
2009,24020,Glens Falls - NY
2010,24020,Glens Falls - NY
2011,24020,Glens Falls - NY
2012,24020,Glens Falls - NY
2007,24140,Goldsboro - NC
2008,24140,Goldsboro - NC
2009,24140,Goldsboro - NC
2010,24140,Goldsboro - NC
2011,24140,Goldsboro - NC
2012,24140,Goldsboro - NC
2007,24220,"Grand Forks - ND, MN"
2008,24220,"Grand Forks - ND, MN"
2009,24220,"Grand Forks - ND, MN"
2010,24220,"Grand Forks - ND, MN"
2011,24220,"Grand Forks - ND, MN"
2012,24220,"Grand Forks - ND, MN"
2007,24300,Grand Junction - CO
2008,24300,Grand Junction - CO
2009,24300,Grand Junction - CO
2010,24300,Grand Junction - CO
2011,24300,Grand Junction - CO
2012,24300,Grand Junction - CO
2007,24340,"Grand Rapids, Wyoming - MI"
2008,24340,"Grand Rapids, Wyoming - MI"
2009,24340,"Grand Rapids, Wyoming - MI"
2010,24340,"Grand Rapids, Wyoming - MI"
2011,24340,"Grand Rapids, Wyoming - MI"
2012,24340,"Grand Rapids, Wyoming - MI"
2007,24500,Great Falls - MT
2008,24500,Great Falls - MT
2009,24500,Great Falls - MT
2010,24500,Great Falls - MT
2011,24500,Great Falls - MT
2012,24500,Great Falls - MT
2007,24540,Greeley - CO
2008,24540,Greeley - CO
2009,24540,Greeley - CO
2010,24540,Greeley - CO
2011,24540,Greeley - CO
2012,24540,Greeley - CO
2007,24580,Green Bay - WI
2008,24580,Green Bay - WI
2009,24580,Green Bay - WI
2010,24580,Green Bay - WI
2011,24580,Green Bay - WI
2012,24580,Green Bay - WI
2007,24660,"Greensboro, High Point - NC"
2008,24660,"Greensboro, High Point - NC"
2009,24660,"Greensboro, High Point - NC"
2010,24660,"Greensboro, High Point - NC"
2011,24660,"Greensboro, High Point - NC"
2012,24660,"Greensboro, High Point - NC"
2007,24780,Greenville - NC
2008,24780,Greenville - NC
2009,24780,Greenville - NC
2010,24780,Greenville - NC
2011,24780,Greenville - NC
2012,24780,Greenville - NC
2007,24860,"Greenville, Mauldin, Easley - SC"
2008,24860,"Greenville, Mauldin, Easley - SC"
2009,24860,"Greenville, Mauldin, Easley - SC"
2010,24860,"Greenville, Mauldin, Easley - SC"
2011,24860,"Greenville, Mauldin, Easley - SC"
2012,24860,"Greenville, Mauldin, Easley - SC"
2007,25020,Guayama - PR
2008,25020,Guayama - PR
2009,25020,Guayama - PR
2010,25020,Guayama - PR
2011,25020,Guayama - PR
2012,25020,Guayama - PR
2007,25060,"Gulfport, Biloxi - MS"
2008,25060,"Gulfport, Biloxi - MS"
2009,25060,"Gulfport, Biloxi - MS"
2010,25060,"Gulfport, Biloxi - MS"
2011,25060,"Gulfport, Biloxi - MS"
2012,25060,"Gulfport, Biloxi - MS"
2007,25180,"Hagerstown, Martinsburg - MD, WV"
2008,25180,"Hagerstown, Martinsburg - MD, WV"
2009,25180,"Hagerstown, Martinsburg - MD, WV"
2010,25180,"Hagerstown, Martinsburg - MD, WV"
2011,25180,"Hagerstown, Martinsburg - MD, WV"
2012,25180,"Hagerstown, Martinsburg - MD, WV"
2007,25260,"Hanford, Corcoran - CA"
2008,25260,"Hanford, Corcoran - CA"
2009,25260,"Hanford, Corcoran - CA"
2010,25260,"Hanford, Corcoran - CA"
2011,25260,"Hanford, Corcoran - CA"
2012,25260,"Hanford, Corcoran - CA"
2007,25420,"Harrisburg, Carlisle - PA"
2008,25420,"Harrisburg, Carlisle - PA"
2009,25420,"Harrisburg, Carlisle - PA"
2010,25420,"Harrisburg, Carlisle - PA"
2011,25420,"Harrisburg, Carlisle - PA"
2012,25420,"Harrisburg, Carlisle - PA"
2007,25500,Harrisonburg - VA
2008,25500,Harrisonburg - VA
2009,25500,Harrisonburg - VA
2010,25500,Harrisonburg - VA
2011,25500,Harrisonburg - VA
2012,25500,Harrisonburg - VA
2007,25540,"Hartford, West Hartford, East Hartford - CT"
2008,25540,"Hartford, West Hartford, East Hartford - CT"
2009,25540,"Hartford, West Hartford, East Hartford - CT"
2010,25540,"Hartford, West Hartford, East Hartford - CT"
2011,25540,"Hartford, West Hartford, East Hartford - CT"
2012,25540,"Hartford, West Hartford, East Hartford - CT"
2007,25620,Hattiesburg - MS
2008,25620,Hattiesburg - MS
2009,25620,Hattiesburg - MS
2010,25620,Hattiesburg - MS
2011,25620,Hattiesburg - MS
2012,25620,Hattiesburg - MS
2007,25860,"Hickory, Lenoir, Morganton - NC"
2008,25860,"Hickory, Lenoir, Morganton - NC"
2009,25860,"Hickory, Lenoir, Morganton - NC"
2010,25860,"Hickory, Lenoir, Morganton - NC"
2011,25860,"Hickory, Lenoir, Morganton - NC"
2012,25860,"Hickory, Lenoir, Morganton - NC"
2007,25980,"Hinesville, Fort Stewart - GA"
2008,25980,"Hinesville, Fort Stewart - GA"
2009,25980,"Hinesville, Fort Stewart - GA"
2010,25980,"Hinesville, Fort Stewart - GA"
2011,25980,"Hinesville, Fort Stewart - GA"
2012,25980,"Hinesville, Fort Stewart - GA"
2007,26100,"Holland, Grand Haven - MI"
2008,26100,"Holland, Grand Haven - MI"
2009,26100,"Holland, Grand Haven - MI"
2010,26100,"Holland, Grand Haven - MI"
2011,26100,"Holland, Grand Haven - MI"
2012,26100,"Holland, Grand Haven - MI"
2007,26180,Honolulu - HI
2008,26180,Honolulu - HI
2009,26180,Honolulu - HI
2010,26180,Honolulu - HI
2011,26180,Honolulu - HI
2012,26180,Honolulu - HI
2007,26300,Hot Springs - AR
2008,26300,Hot Springs - AR
2009,26300,Hot Springs - AR
2010,26300,Hot Springs - AR
2011,26300,Hot Springs - AR
2012,26300,Hot Springs - AR
2007,26380,"Houma, Bayou Cane, Thibodaux - LA"
2008,26380,"Houma, Bayou Cane, Thibodaux - LA"
2009,26380,"Houma, Bayou Cane, Thibodaux - LA"
2010,26380,"Houma, Bayou Cane, Thibodaux - LA"
2011,26380,"Houma, Bayou Cane, Thibodaux - LA"
2012,26380,"Houma, Bayou Cane, Thibodaux - LA"
2007,26420,"Houston, Sugar Land, Baytown - TX"
2008,26420,"Houston, Sugar Land, Baytown - TX"
2009,26420,"Houston, Sugar Land, Baytown - TX"
2010,26420,"Houston, Sugar Land, Baytown - TX"
2011,26420,"Houston, Sugar Land, Baytown - TX"
2012,26420,"Houston, Sugar Land, Baytown - TX"
2007,26580,"Huntington, Ashland - WV, KY, OH"
2008,26580,"Huntington, Ashland - WV, KY, OH"
2009,26580,"Huntington, Ashland - WV, KY, OH"
2010,26580,"Huntington, Ashland - WV, KY, OH"
2011,26580,"Huntington, Ashland - WV, KY, OH"
2012,26580,"Huntington, Ashland - WV, KY, OH"
2007,26620,Huntsville - AL
2008,26620,Huntsville - AL
2009,26620,Huntsville - AL
2010,26620,Huntsville - AL
2011,26620,Huntsville - AL
2012,26620,Huntsville - AL
2007,26820,Idaho Falls - ID
2008,26820,Idaho Falls - ID
2009,26820,Idaho Falls - ID
2010,26820,Idaho Falls - ID
2011,26820,Idaho Falls - ID
2012,26820,Idaho Falls - ID
2007,26900,"Indianapolis, Carmel - IN"
2008,26900,"Indianapolis, Carmel - IN"
2009,26900,"Indianapolis, Carmel - IN"
2010,26900,"Indianapolis, Carmel - IN"
2011,26900,"Indianapolis, Carmel - IN"
2012,26900,"Indianapolis, Carmel - IN"
2007,26980,Iowa City - IA
2008,26980,Iowa City - IA
2009,26980,Iowa City - IA
2010,26980,Iowa City - IA
2011,26980,Iowa City - IA
2012,26980,Iowa City - IA
2007,27060,Ithaca - NY
2008,27060,Ithaca - NY
2009,27060,Ithaca - NY
2010,27060,Ithaca - NY
2011,27060,Ithaca - NY
2012,27060,Ithaca - NY
2007,27100,Jackson - MI
2008,27100,Jackson - MI
2009,27100,Jackson - MI
2010,27100,Jackson - MI
2011,27100,Jackson - MI
2012,27100,Jackson - MI
2007,27140,Jackson - MS
2008,27140,Jackson - MS
2009,27140,Jackson - MS
2010,27140,Jackson - MS
2011,27140,Jackson - MS
2012,27140,Jackson - MS
2007,27180,Jackson - TN
2008,27180,Jackson - TN
2009,27180,Jackson - TN
2010,27180,Jackson - TN
2011,27180,Jackson - TN
2012,27180,Jackson - TN
2007,27260,Jacksonville - FL
2008,27260,Jacksonville - FL
2009,27260,Jacksonville - FL
2010,27260,Jacksonville - FL
2011,27260,Jacksonville - FL
2012,27260,Jacksonville - FL
2007,27340,Jacksonville - NC
2008,27340,Jacksonville - NC
2009,27340,Jacksonville - NC
2010,27340,Jacksonville - NC
2011,27340,Jacksonville - NC
2012,27340,Jacksonville - NC
2007,27500,Janesville - WI
2008,27500,Janesville - WI
2009,27500,Janesville - WI
2010,27500,Janesville - WI
2011,27500,Janesville - WI
2012,27500,Janesville - WI
2007,27620,Jefferson City - MO
2008,27620,Jefferson City - MO
2009,27620,Jefferson City - MO
2010,27620,Jefferson City - MO
2011,27620,Jefferson City - MO
2012,27620,Jefferson City - MO
2007,27740,Johnson City - TN
2008,27740,Johnson City - TN
2009,27740,Johnson City - TN
2010,27740,Johnson City - TN
2011,27740,Johnson City - TN
2012,27740,Johnson City - TN
2007,27780,Johnstown - PA
2008,27780,Johnstown - PA
2009,27780,Johnstown - PA
2010,27780,Johnstown - PA
2011,27780,Johnstown - PA
2012,27780,Johnstown - PA
2007,27860,Jonesboro - AR
2008,27860,Jonesboro - AR
2009,27860,Jonesboro - AR
2010,27860,Jonesboro - AR
2011,27860,Jonesboro - AR
2012,27860,Jonesboro - AR
2007,27900,Joplin - MO
2008,27900,Joplin - MO
2009,27900,Joplin - MO
2010,27900,Joplin - MO
2011,27900,Joplin - MO
2012,27900,Joplin - MO
2007,28020,"Kalamazoo, Portage - MI"
2008,28020,"Kalamazoo, Portage - MI"
2009,28020,"Kalamazoo, Portage - MI"
2010,28020,"Kalamazoo, Portage - MI"
2011,28020,"Kalamazoo, Portage - MI"
2012,28020,"Kalamazoo, Portage - MI"
2007,28100,"Kankakee, Bradley - IL"
2008,28100,"Kankakee, Bradley - IL"
2009,28100,"Kankakee, Bradley - IL"
2010,28100,"Kankakee, Bradley - IL"
2011,28100,"Kankakee, Bradley - IL"
2012,28100,"Kankakee, Bradley - IL"
2007,28140,"Kansas City - MO, KS"
2008,28140,"Kansas City - MO, KS"
2009,28140,"Kansas City - MO, KS"
2010,28140,"Kansas City - MO, KS"
2011,28140,"Kansas City - MO, KS"
2012,28140,"Kansas City - MO, KS"
2008,28420,"Kennewick, Pasco, Richland - WA"
2009,28420,"Kennewick, Pasco, Richland - WA"
2010,28420,"Kennewick, Pasco, Richland - WA"
2011,28420,"Kennewick, Pasco, Richland - WA"
2012,28420,"Kennewick, Pasco, Richland - WA"
2007,28420,"Kennewick, Richland, Pasco - WA"
2007,28660,"Killeen, Temple, Fort Hood - TX"
2008,28660,"Killeen, Temple, Fort Hood - TX"
2009,28660,"Killeen, Temple, Fort Hood - TX"
2010,28660,"Killeen, Temple, Fort Hood - TX"
2011,28660,"Killeen, Temple, Fort Hood - TX"
2012,28660,"Killeen, Temple, Fort Hood - TX"
2007,28700,"Kingsport, Bristol, Bristol - TN, VA"
2008,28700,"Kingsport, Bristol, Bristol - TN, VA"
2009,28700,"Kingsport, Bristol, Bristol - TN, VA"
2010,28700,"Kingsport, Bristol, Bristol - TN, VA"
2011,28700,"Kingsport, Bristol, Bristol - TN, VA"
2012,28700,"Kingsport, Bristol, Bristol - TN, VA"
2007,28740,Kingston - NY
2008,28740,Kingston - NY
2009,28740,Kingston - NY
2010,28740,Kingston - NY
2011,28740,Kingston - NY
2012,28740,Kingston - NY
2007,28940,Knoxville - TN
2008,28940,Knoxville - TN
2009,28940,Knoxville - TN
2010,28940,Knoxville - TN
2011,28940,Knoxville - TN
2012,28940,Knoxville - TN
2007,29020,Kokomo - IN
2008,29020,Kokomo - IN
2009,29020,Kokomo - IN
2010,29020,Kokomo - IN
2011,29020,Kokomo - IN
2012,29020,Kokomo - IN
2007,29100,"La Crosse - WI, MN"
2008,29100,"La Crosse - WI, MN"
2009,29100,"La Crosse - WI, MN"
2010,29100,"La Crosse - WI, MN"
2011,29100,"La Crosse - WI, MN"
2012,29100,"La Crosse - WI, MN"
2007,29140,Lafayette - IN
2008,29140,Lafayette - IN
2009,29140,Lafayette - IN
2010,29140,Lafayette - IN
2011,29140,Lafayette - IN
2012,29140,Lafayette - IN
2007,29180,Lafayette - LA
2008,29180,Lafayette - LA
2009,29180,Lafayette - LA
2010,29180,Lafayette - LA
2011,29180,Lafayette - LA
2012,29180,Lafayette - LA
2007,29340,Lake Charles - LA
2008,29340,Lake Charles - LA
2009,29340,Lake Charles - LA
2010,29340,Lake Charles - LA
2011,29340,Lake Charles - LA
2012,29340,Lake Charles - LA
2007,29404,"Lake County, Kenosha County - IL, WI"
2008,29404,"Lake County, Kenosha County - IL, WI"
2009,29404,"Lake County, Kenosha County - IL, WI"
2010,29404,"Lake County, Kenosha County - IL, WI"
2011,29404,"Lake County, Kenosha County - IL, WI"
2012,29404,"Lake County, Kenosha County - IL, WI"
2007,29420,"Lake Havasu City, Kingman - AZ"
2008,29420,"Lake Havasu City, Kingman - AZ"
2009,29420,"Lake Havasu City, Kingman - AZ"
2010,29420,"Lake Havasu City, Kingman - AZ"
2011,29420,"Lake Havasu City, Kingman - AZ"
2012,29420,"Lake Havasu City, Kingman - AZ"
2007,29460,Lakeland - FL
2008,29460,"Lakeland, Winter Haven - FL"
2009,29460,"Lakeland, Winter Haven - FL"
2010,29460,"Lakeland, Winter Haven - FL"
2011,29460,"Lakeland, Winter Haven - FL"
2012,29460,"Lakeland, Winter Haven - FL"
2007,29540,Lancaster - PA
2008,29540,Lancaster - PA
2009,29540,Lancaster - PA
2010,29540,Lancaster - PA
2011,29540,Lancaster - PA
2012,29540,Lancaster - PA
2007,29620,"Lansing, East Lansing - MI"
2008,29620,"Lansing, East Lansing - MI"
2009,29620,"Lansing, East Lansing - MI"
2010,29620,"Lansing, East Lansing - MI"
2011,29620,"Lansing, East Lansing - MI"
2012,29620,"Lansing, East Lansing - MI"
2007,29700,Laredo - TX
2008,29700,Laredo - TX
2009,29700,Laredo - TX
2010,29700,Laredo - TX
2011,29700,Laredo - TX
2012,29700,Laredo - TX
2007,29740,Las Cruces - NM
2008,29740,Las Cruces - NM
2009,29740,Las Cruces - NM
2010,29740,Las Cruces - NM
2011,29740,Las Cruces - NM
2012,29740,Las Cruces - NM
2007,29820,"Las Vegas, Paradise - NV"
2008,29820,"Las Vegas, Paradise - NV"
2009,29820,"Las Vegas, Paradise - NV"
2010,29820,"Las Vegas, Paradise - NV"
2011,29820,"Las Vegas, Paradise - NV"
2012,29820,"Las Vegas, Paradise - NV"
2007,29940,Lawrence - KS
2008,29940,Lawrence - KS
2009,29940,Lawrence - KS
2010,29940,Lawrence - KS
2011,29940,Lawrence - KS
2012,29940,Lawrence - KS
2007,30020,Lawton - OK
2008,30020,Lawton - OK
2009,30020,Lawton - OK
2010,30020,Lawton - OK
2011,30020,Lawton - OK
2012,30020,Lawton - OK
2007,30140,Lebanon - PA
2008,30140,Lebanon - PA
2009,30140,Lebanon - PA
2010,30140,Lebanon - PA
2011,30140,Lebanon - PA
2012,30140,Lebanon - PA
2007,30300,"Lewiston - ID, WA"
2008,30300,"Lewiston - ID, WA"
2009,30300,"Lewiston - ID, WA"
2010,30300,"Lewiston - ID, WA"
2011,30300,"Lewiston - ID, WA"
2012,30300,"Lewiston - ID, WA"
2007,30340,"Lewiston, Auburn - ME"
2008,30340,"Lewiston, Auburn - ME"
2009,30340,"Lewiston, Auburn - ME"
2010,30340,"Lewiston, Auburn - ME"
2011,30340,"Lewiston, Auburn - ME"
2012,30340,"Lewiston, Auburn - ME"
2007,30460,"Lexington, Fayette - KY"
2008,30460,"Lexington, Fayette - KY"
2009,30460,"Lexington, Fayette - KY"
2010,30460,"Lexington, Fayette - KY"
2011,30460,"Lexington, Fayette - KY"
2012,30460,"Lexington, Fayette - KY"
2007,30620,Lima - OH
2008,30620,Lima - OH
2009,30620,Lima - OH
2010,30620,Lima - OH
2011,30620,Lima - OH
2012,30620,Lima - OH
2007,30700,Lincoln - NE
2008,30700,Lincoln - NE
2009,30700,Lincoln - NE
2010,30700,Lincoln - NE
2011,30700,Lincoln - NE
2012,30700,Lincoln - NE
2007,30780,"Little Rock, North Little Rock, Conway - AR"
2008,30780,"Little Rock, North Little Rock, Conway - AR"
2009,30780,"Little Rock, North Little Rock, Conway - AR"
2010,30780,"Little Rock, North Little Rock, Conway - AR"
2011,30780,"Little Rock, North Little Rock, Conway - AR"
2012,30780,"Little Rock, North Little Rock, Conway - AR"
2007,30860,"Logan - UT, ID"
2008,30860,"Logan - UT, ID"
2009,30860,"Logan - UT, ID"
2010,30860,"Logan - UT, ID"
2011,30860,"Logan - UT, ID"
2012,30860,"Logan - UT, ID"
2007,30980,Longview - TX
2008,30980,Longview - TX
2009,30980,Longview - TX
2010,30980,Longview - TX
2011,30980,Longview - TX
2012,30980,Longview - TX
2007,31020,Longview - WA
2008,31020,Longview - WA
2009,31020,Longview - WA
2010,31020,Longview - WA
2011,31020,Longview - WA
2012,31020,Longview - WA
2007,31084,"Los Angeles, Long Beach, Glendale - CA"
2008,31084,"Los Angeles, Long Beach, Glendale - CA"
2009,31084,"Los Angeles, Long Beach, Glendale - CA"
2010,31084,"Los Angeles, Long Beach, Glendale - CA"
2011,31084,"Los Angeles, Long Beach, Glendale - CA"
2012,31084,"Los Angeles, Long Beach, Glendale - CA"
2007,31140,"Louisville, Jefferson County - KY, IN"
2008,31140,"Louisville, Jefferson County - KY, IN"
2009,31140,"Louisville, Jefferson County - KY, IN"
2010,31140,"Louisville, Jefferson County - KY, IN"
2011,31140,"Louisville, Jefferson County - KY, IN"
2012,31140,"Louisville, Jefferson County - KY, IN"
2007,31180,Lubbock - TX
2008,31180,Lubbock - TX
2009,31180,Lubbock - TX
2010,31180,Lubbock - TX
2011,31180,Lubbock - TX
2012,31180,Lubbock - TX
2007,31340,Lynchburg - VA
2008,31340,Lynchburg - VA
2009,31340,Lynchburg - VA
2010,31340,Lynchburg - VA
2011,31340,Lynchburg - VA
2012,31340,Lynchburg - VA
2007,31420,Macon - GA
2008,31420,Macon - GA
2009,31420,Macon - GA
2010,31420,Macon - GA
2011,31420,Macon - GA
2012,31420,Macon - GA
2007,31460,Madera - CA
2008,31460,Madera - CA
2009,31460,"Madera, Chowchilla - CA"
2010,31460,"Madera, Chowchilla - CA"
2011,31460,"Madera, Chowchilla - CA"
2012,31460,"Madera, Chowchilla - CA"
2007,31540,Madison - WI
2008,31540,Madison - WI
2009,31540,Madison - WI
2010,31540,Madison - WI
2011,31540,Madison - WI
2012,31540,Madison - WI
2007,31700,"Manchester, Nashua - NH"
2008,31700,"Manchester, Nashua - NH"
2009,31700,"Manchester, Nashua - NH"
2010,31700,"Manchester, Nashua - NH"
2011,31700,"Manchester, Nashua - NH"
2012,31700,"Manchester, Nashua - NH"
2009,31740,Manhattan - KS
2010,31740,Manhattan - KS
2011,31740,Manhattan - KS
2012,31740,Manhattan - KS
2009,31860,"Mankato, North Mankato - MN"
2010,31860,"Mankato, North Mankato - MN"
2011,31860,"Mankato, North Mankato - MN"
2012,31860,"Mankato, North Mankato - MN"
2007,31900,Mansfield - OH
2008,31900,Mansfield - OH
2009,31900,Mansfield - OH
2010,31900,Mansfield - OH
2011,31900,Mansfield - OH
2012,31900,Mansfield - OH
2007,32420,Mayaguez - PR
2008,32420,Mayaguez - PR
2009,32420,Mayaguez - PR
2010,32420,Mayaguez - PR
2011,32420,Mayaguez - PR
2012,32420,Mayaguez - PR
2007,32580,"McAllen, Edinburg, Mission - TX"
2008,32580,"McAllen, Edinburg, Mission - TX"
2009,32580,"McAllen, Edinburg, Mission - TX"
2010,32580,"McAllen, Edinburg, Mission - TX"
2011,32580,"McAllen, Edinburg, Mission - TX"
2012,32580,"McAllen, Edinburg, Mission - TX"
2007,32780,Medford - OR
2008,32780,Medford - OR
2009,32780,Medford - OR
2010,32780,Medford - OR
2011,32780,Medford - OR
2012,32780,Medford - OR
2007,32820,"Memphis - TN, MS, AR"
2008,32820,"Memphis - TN, MS, AR"
2009,32820,"Memphis - TN, MS, AR"
2010,32820,"Memphis - TN, MS, AR"
2011,32820,"Memphis - TN, MS, AR"
2012,32820,"Memphis - TN, MS, AR"
2007,32900,Merced - CA
2008,32900,Merced - CA
2009,32900,Merced - CA
2010,32900,Merced - CA
2011,32900,Merced - CA
2012,32900,Merced - CA
2007,33124,"Miami, Miami Beach, Kendall - FL"
2008,33124,"Miami, Miami Beach, Kendall - FL"
2009,33124,"Miami, Miami Beach, Kendall - FL"
2010,33124,"Miami, Miami Beach, Kendall - FL"
2011,33124,"Miami, Miami Beach, Kendall - FL"
2012,33124,"Miami, Miami Beach, Kendall - FL"
2007,33140,"Michigan City, La Porte - IN"
2008,33140,"Michigan City, La Porte - IN"
2009,33140,"Michigan City, La Porte - IN"
2010,33140,"Michigan City, La Porte - IN"
2011,33140,"Michigan City, La Porte - IN"
2012,33140,"Michigan City, La Porte - IN"
2007,33260,Midland - TX
2008,33260,Midland - TX
2009,33260,Midland - TX
2010,33260,Midland - TX
2011,33260,Midland - TX
2012,33260,Midland - TX
2007,33340,"Milwaukee, Waukesha, West Allis - WI"
2008,33340,"Milwaukee, Waukesha, West Allis - WI"
2009,33340,"Milwaukee, Waukesha, West Allis - WI"
2010,33340,"Milwaukee, Waukesha, West Allis - WI"
2011,33340,"Milwaukee, Waukesha, West Allis - WI"
2012,33340,"Milwaukee, Waukesha, West Allis - WI"
2007,33460,"Minneapolis, St. Paul, Bloomington - MN, WI"
2008,33460,"Minneapolis, St. Paul, Bloomington - MN, WI"
2009,33460,"Minneapolis, St. Paul, Bloomington - MN, WI"
2010,33460,"Minneapolis, St. Paul, Bloomington - MN, WI"
2011,33460,"Minneapolis, St. Paul, Bloomington - MN, WI"
2012,33460,"Minneapolis, St. Paul, Bloomington - MN, WI"
2007,33540,Missoula - MT
2008,33540,Missoula - MT
2009,33540,Missoula - MT
2010,33540,Missoula - MT
2011,33540,Missoula - MT
2012,33540,Missoula - MT
2007,33660,Mobile - AL
2008,33660,Mobile - AL
2009,33660,Mobile - AL
2010,33660,Mobile - AL
2011,33660,Mobile - AL
2012,33660,Mobile - AL
2007,33700,Modesto - CA
2008,33700,Modesto - CA
2009,33700,Modesto - CA
2010,33700,Modesto - CA
2011,33700,Modesto - CA
2012,33700,Modesto - CA
2007,33740,Monroe - LA
2008,33740,Monroe - LA
2009,33740,Monroe - LA
2010,33740,Monroe - LA
2011,33740,Monroe - LA
2012,33740,Monroe - LA
2007,33780,Monroe - MI
2008,33780,Monroe - MI
2009,33780,Monroe - MI
2010,33780,Monroe - MI
2011,33780,Monroe - MI
2012,33780,Monroe - MI
2007,33860,Montgomery - AL
2008,33860,Montgomery - AL
2009,33860,Montgomery - AL
2010,33860,Montgomery - AL
2011,33860,Montgomery - AL
2012,33860,Montgomery - AL
2007,34060,Morgantown - WV
2008,34060,Morgantown - WV
2009,34060,Morgantown - WV
2010,34060,Morgantown - WV
2011,34060,Morgantown - WV
2012,34060,Morgantown - WV
2007,34100,Morristown - TN
2008,34100,Morristown - TN
2009,34100,Morristown - TN
2010,34100,Morristown - TN
2011,34100,Morristown - TN
2012,34100,Morristown - TN
2007,34580,"Mount Vernon, Anacortes - WA"
2008,34580,"Mount Vernon, Anacortes - WA"
2009,34580,"Mount Vernon, Anacortes - WA"
2010,34580,"Mount Vernon, Anacortes - WA"
2011,34580,"Mount Vernon, Anacortes - WA"
2012,34580,"Mount Vernon, Anacortes - WA"
2007,34620,Muncie - IN
2008,34620,Muncie - IN
2009,34620,Muncie - IN
2010,34620,Muncie - IN
2011,34620,Muncie - IN
2012,34620,Muncie - IN
2007,34740,"Muskegon, Norton Shores - MI"
2008,34740,"Muskegon, Norton Shores - MI"
2009,34740,"Muskegon, Norton Shores - MI"
2010,34740,"Muskegon, Norton Shores - MI"
2011,34740,"Muskegon, Norton Shores - MI"
2012,34740,"Muskegon, Norton Shores - MI"
2007,34820,"Myrtle Beach, Conway, North Myrtle Beach - SC"
2008,34820,"Myrtle Beach, North Myrtle Beach, Conway - SC"
2009,34820,"Myrtle Beach, North Myrtle Beach, Conway - SC"
2010,34820,"Myrtle Beach, North Myrtle Beach, Conway - SC"
2011,34820,"Myrtle Beach, North Myrtle Beach, Conway - SC"
2012,34820,"Myrtle Beach, North Myrtle Beach, Conway - SC"
2007,99999,NA (Outside of MSA/MD)
2008,99999,NA (Outside of MSA/MD)
2009,99999,NA (Outside of MSA/MD)
2010,99999,NA (Outside of MSA/MD)
2011,99999,NA (Outside of MSA/MD)
2012,99999,NA (Outside of MSA/MD)
2007,34900,Napa - CA
2008,34900,Napa - CA
2009,34900,Napa - CA
2010,34900,Napa - CA
2011,34900,Napa - CA
2012,34900,Napa - CA
2007,34940,"Naples, Marco Island - FL"
2008,34940,"Naples, Marco Island - FL"
2009,34940,"Naples, Marco Island - FL"
2010,34940,"Naples, Marco Island - FL"
2011,34940,"Naples, Marco Island - FL"
2012,34940,"Naples, Marco Island - FL"
2007,34980,"Nashville, Davidson, Murfreesboro, Franklin - TN"
2008,34980,"Nashville, Davidson, Murfreesboro, Franklin - TN"
2009,34980,"Nashville, Davidson, Murfreesboro, Franklin - TN"
